pl_name,disc_year,discoverymethod,pl_rade,pl_bmasse,pl_orbper,sy_dist,pl_eqt,st_teff,sy_snum
TOI-1742 b,2024.0,Transit,1.87711,,21.2690422,72.8871,770.0,5707,1
TOI-1743 b,2025.0,Transit,3.30511,,4.2660553,41.2758,506.0,3281,1
TOI-1744.01,2024.0,Transit,2.54102,,22.3417286,114.39,598.0,6179,1
TOI-1749 b,2021.0,Transit,1.33994008,,2.38890510104,99.5561,771.76,3959,1
TOI-1749 c,2021.0,Transit,2.12,14.0,4.4929,99.5561,673.0,3985,1
TOI-1749 d,2021.0,Transit,2.24937461,,9.04470385496,99.5561,495.16,3959,1
TOI-1751 b,2024.0,Transit,2.77,14.5,37.46849,113.335,,5996,1
TOI-1753 b,2024.0,Transit,2.47852533,16.6,5.3846104,226.671,1005.43,5621,1
TOI-1758 b,2024.0,Transit,3.39245,,20.7051499,96.6215,531.0,5169,1
TOI-1759 b,2022.0,Transit,3.09094,,18.8500438,40.0654,435.0,3960,1
TOI-1768.01,2024.0,Transit,3.453,,7.337703649,157.597,,5994,1
TOI-1772.01,2024.0,Transit,2.905,,8.054246874,97.7562,,5583,1
TOI-1774.01,2021.0,Transit,2.78,8.5,16.70988,53.974,824.0,5746,1
TOI-1775 b,2024.0,Transit,8.04728896,96.0,10.2405549,149.234,707.89,5284,1
TOI-1776 b,2024.0,Transit,1.40339155,,2.8009914708,44.647,1240.89,5723.87,1
TOI-1777.01,2024.0,Transit,2.246,,14.650111974,79.7665,,5859,1
TOI-178 b,2021.0,Transit,1.2,0.96,1.9145601,62.699,,4316,1
TOI-178 c,2021.0,Transit,1.754,4.64,3.238486,62.699,,4316,1
TOI-178 d,2021.0,Transit,2.572,3.01,6.5577,62.699,690.0,4316,1
TOI-178 e,2021.0,Transit,2.207,3.86,9.961881,62.699,600.0,4316,1
TOI-178 f,2021.0,Transit,2.417,5.63,15.23335,62.699,,4316,1
TOI-178 g,2021.0,Transit,2.87,3.94,20.7095,62.699,470.0,4316,1
TOI-1782.01,2024.0,Transit,2.368,,4.987641028,95.2649,,4336,1
TOI-1782.02,2024.0,Transit,2.12683751,,1.8290293988,95.2649,974.95,4336,1
TOI-1789 b,2021.0,Transit,12.3921,,3.2087149,229.067,1287.0,5971.4,1
TOI-1794 b,2024.0,Transit,3.33026651,,8.76554684874,155.791,992.06,5707,1
TOI-1798.01,2024.0,Transit,2.448,,8.021522331,113.181,,5165,1
TOI-1798.02,2024.0,Transit,1.39939037,5.6,0.4378146,113.181,1935.83,5106,1
TOI-1799 b,2024.0,Transit,1.642,,7.094570865,62.1274,,5690,1
TOI-1801 b,2023.0,Transit,1.96061882,16.0,10.643985,30.6796,431.03,3748,2
TOI-1803 b,2025.0,Transit,2.99,10.32,6.293287,119.24,747.0,4687,1
TOI-1803 c,2025.0,Transit,4.29,8.0,12.885779,119.24,588.0,4687,1
TOI-1806.01,2024.0,Transit,3.4095367,,15.1454693,55.5211,337.47,3272,1
TOI-1807 b,2021.0,Transit,1.258,,0.549372,42.5775,2100.0,4757,1
TOI-181 b,2023.0,Transit,7.43984344,,4.53205017292,96.2338,850.92,4983,1
TOI-1811 b,2023.0,Transit,11.7215,,3.7130701,128.23,762.0,4719,1
TOI-1820 b,2022.0,Transit,12.778238,731.0053361,4.860674,248.504,1375.0,5734,1
TOI-1823 b,2024.0,Transit,7.5406241,67.4,38.8,71.6456,423.63,4927,1
TOI-1824 b,2024.0,Transit,2.45459,,22.8085719,59.4314,544.0,5182,1
TOI-1836 b,2024.0,Transit,8.28055741,24.7,20.380845,191.649,889.51,6237,1
TOI-1836 c,2024.0,Transit,2.59987579,8.0,1.7727471,191.649,2007.6,6237,1
TOI-1842 b,2021.0,Transit,12.4956,,9.5739531,223.465,1208.0,6115,1
TOI-1846 b,2025.0,Transit,1.792,,3.9306737,47.2496,568.1,3568,1
TOI-1853 b,2023.0,Transit,3.89334,,1.2436239,165.105,1272.0,4968.8,1
TOI-1855 b,2024.0,Transit,18.49481816,360.09958513,1.36414864,176.833,1701.0,5359,1
TOI-1859 b,2023.0,Transit,11.1495,,63.4839358,224.385,615.0,6415,1
TOI-1860 b,2022.0,Transit,1.0883,,1.0662082,45.864,1515.0,5668,1
TOI-1883 b,2024.0,Transit,0.0,0.0,ez-Torres et al. 2024</a>,-12d55m50.32s,,ez-Torres et al. 2024</a>,1
TOI-1898 b,2024.0,Transit,9.70557571,,45.52214555606,79.6682,681.6,6303.91,1
TOI-1899 b,2020.0,Transit,12.18265167,,29.09022714766,128.438,323.88,3854,1
TOI-1937 A b,2023.0,Transit,14.6661,,0.9466787,415.135,1646.0,5707,2
TOI-198 b,2023.0,Transit,1.44,,10.2152,23.7262,368.0,3650,1
TOI-199 b,2023.0,Transit,9.07927437,54.03082919,104.854,102.27,,5255,1
TOI-199 c,2023.0,Transit Timing Variations,,88.99195396,273.69,102.27,,5255,1
TOI-1994 b,2024.0,Transit,11.5159,,4.0337201,515.603,1841.0,7369,1
TOI-2000 b,2023.0,Transit,2.7,11.0,3.09833,175.713,1488.0,5611,1
TOI-2000 c,2023.0,Transit,8.14,81.7,9.127055,175.713,1038.0,5611,1
TOI-2005 b,2025.0,Transit,12.49784019,,17.30579231771,328.475,1221.39,6995.5,1
TOI-201 b,2021.0,Transit,11.44714924,,52.97814194494,113.825,598.21,6461.8,1
TOI-201 c,2025.0,Transit Timing Variations,,, &,,,,1
TOI-2010 b,2023.0,Transit,11.75821955,,1134.67239633331,109.19,437.2,5842,1
TOI-2015 b,2023.0,Transit,3.309,9.2,3.348237,47.3444,530.9,3297,1
TOI-2015 c,2025.0,Transit Timing Variations,,8.91,5.582796,47.3444,448.0,3297,1
TOI-2018 b,2023.0,Transit,2.27615636,,7.43557089552,27.9956,576.34,4218.9,1
TOI-2019 b,2024.0,Transit,3.99579,,15.3468182,198.007,933.0,5588,1
TOI-2025 b,2022.0,Transit,12.52043144,1398.4449908,8.872078,335.985,1167.0,5880,1
TOI-2031 A b,2025.0,Transit,14.20177855,254.2627256,5.71548654,276.105,1358.0,6490,2
TOI-2046 b,2022.0,Transit,16.25284937,,1.49714467192,289.668,1828.82,6081,1
TOI-2048 b,2022.0,Transit,2.60168,,13.7905315,116.567,646.0,5021.6,1
TOI-206 b,2022.0,Transit,1.53326821,,0.73631321993,47.7465,840.17,3358,1
TOI-2068 b,2024.0,Transit,1.821,,7.768915,52.9328,520.62,3710,1
TOI-2076 b,2021.0,Transit,2.39,,10.355235,41.9091,738.0,5201,1
TOI-2076 c,2021.0,Transit,3.497,,21.01538,41.9091,629.5,5200,1
TOI-2076 d,2021.0,Transit,3.43087751,29.0,35.125686,41.9091,457.68,5192,1
TOI-2076 e,2025.0,Transit,1.355,,3.0223445,41.9091,1138.0,5192,1
TOI-2081 b,2022.0,Transit,1.94792902,,10.50543617136,62.3446,432.34,3742,1
TOI-2084 b,2023.0,Transit,2.07448,,6.0784031,114.549,554.0,3630,2
TOI-2088 b,2024.0,Transit,3.5130935,,124.72987003126,126.46,292.66,4902,1
TOI-2093 b,2025.0,Radial Velocity,,10.6,12.836,82.7982,535.0,4426,1
TOI-2093 c,2025.0,Transit,2.22490963,,53.81087130391,82.7982,337.46,4455,1
TOI-2095 b,2023.0,Transit,1.29848587,,17.66486600198,41.9176,351.27,3746,1
TOI-2095 c,2023.0,Transit,1.39,,28.1722,41.9176,,3662,1
TOI-2096 b,2023.0,Transit,1.62297957,,3.11907156164,48.4809,454.5,3285,1
TOI-2096 c,2023.0,Transit,2.04147104,,6.38782015732,48.4809,357.9,3285,1
TOI-2107 b,2024.0,Transit,13.57407563,263.79757781,2.4545467,236.705,1397.0,5627,1
TOI-2109 b,2021.0,Transit,15.7288,,0.67249,262.041,3053.0,6647,1
TOI-2120 b,2024.0,Transit,2.122,6.8,5.7998164,32.1755,384.0,3131,1
TOI-2128 b,2024.0,Transit,2.62907902,,16.3413889021,36.578,777.21,5991.11,1
TOI-2133 b,2026.0,Transit,2.45363469,,3.82665866539,75.1973,765.39,4175,1
TOI-2134 b,2023.0,Transit,3.21883,,9.2292078,22.6202,690.0,4406,1
TOI-2134 c,2023.0,Transit,7.27,41.89,95.5,22.6202,306.0,4580,1
TOI-2136 b,2022.0,Transit,2.17058026,,7.85190820405,33.3631,379.28,3384,1
TOI-2141 b,2023.0,Transit,3.05,24.0,18.26157,77.682,722.0,5659,1
TOI-2141 c,2025.0,Radial Velocity,,6.14,5.4624,77.682,1095.0,5635,1
TOI-2141 d,2025.0,Radial Velocity,,14.9,60.45,77.682,491.4,5635,1
TOI-2145 b,2023.0,Transit,12.41899699,1767.0,10.261127,224.731,1363.43,6200,1
TOI-2152 A b,2023.0,Transit,15.30583607,,3.37728354062,303.006,1745.89,6688,3
TOI-2154 b,2023.0,Transit,16.05470238,,3.82408264319,296.46,1436.34,6243,1
TOI-2158 b,2022.0,Transit,10.76062147,260.61929374,8.60077,198.473,1188.0,5673,1
TOI-216.01,2019.0,Transit,11.29,200.0,34.556,177.945,497.0,5026,1
TOI-216.02,2019.0,Transit,8.0,18.75187601,17.16073,177.945,,,1
TOI-2169 A b,2025.0,Transit,10.4375,,8.2148505,351.487,1068.0,6183,2
TOI-2180 b,2022.0,Transit,11.31924234,,260.17400608713,116.685,360.17,5739,1
TOI-2184 b,2022.0,Transit,13.41760283,,6.90678684115,788.317,1676.05,5731.8,1
TOI-2193 A b,2022.0,Transit,19.83989584,298.75870258,2.1225735,337.064,1763.0,5966,2
TOI-2194 b,2023.0,Transit,1.7005,,15.3419095,19.5711,541.0,4669,1
TOI-2196 b,2022.0,Transit,3.50302447,,1.19539683681,259.947,1720.86,5728,1
TOI-220 b,2021.0,Transit,2.74424329,,10.69530651172,90.7402,954.38,5272.71,1
TOI-2202 b,2021.0,Transit,11.37540568,,11.91249418654,235.933,652.07,5064,1
TOI-2202 c,2021.0,Transit Timing Variations,,117.27868218,24.6744,235.933,,5144,1
TOI-2207 b,2022.0,Transit,10.97092652,,8.00048904124,373.345,1178.03,6146,1
TOI-2211.01,2024.0,Transit,1.561,,3.092686757,70.2932,,5253,1
TOI-2236 b,2022.0,Transit,14.2116,,3.5315897,355.59,1349.0,6209,1
TOI-2257 b,2021.0,Transit,2.22536959,,35.18964443753,57.7911,230.78,3446,1
TOI-2260 b,2022.0,Transit,1.76224,,0.3524597,101.251,1825.0,5432,1
TOI-2266 b,2024.0,Transit,1.54,,2.326318,51.6004,550.0,3200,1
TOI-2274 b,2024.0,Transit,0.0,0.0,ez-Torres et al. 2024</a>,+40d32m29.08s,,ez-Torres et al. 2024</a>,1
TOI-2285 b,2021.0,Transit,1.77,,13.635109,42.409,358.0,3491,1
TOI-2295 b,2024.0,Transit,16.47720163,278.09985612,30.033302,126.279,747.0,5730,1
TOI-2295 c,2024.0,Radial Velocity,,1783.01736327,966.5,126.279,234.9,5730,1
TOI-2322 b,2025.0,Transit,1.02968,,11.3071786,59.861,581.0,4465,1
TOI-2322 c,2025.0,Transit,1.874,18.1,20.225528,59.861,496.8,4664,1
TOI-2328 b,2025.0,Transit,9.97599282,50.85254512,17.10197,231.782,842.0,5525,1
TOI-2337 b,2022.0,Transit,11.56559794,,2.99426303712,536.046,1272.46,4784,1
TOI-2338 b,2023.0,Transit,12.2765,,22.6539607,313.996,537.0,5523,1
TOI-2345 b,2025.0,Transit,1.504,3.49,1.0528573,81.6541,1478.0,4687,1
TOI-2345 c,2025.0,Transit,2.451,7.27,21.064302,81.6541,544.0,4687,1
TOI-2346 b,2025.0,Transit,14.877,,3.3311975,437.484,1715.0,6605,1
TOI-2364 b,2023.0,Transit,8.60849718,71.51139158,4.0197517,219.614,1091.0,5306,1
TOI-2368 b,2024.0,Transit,10.83908434,206.58846455,5.1750073,210.915,1000.0,5360,1
TOI-237 b,2020.0,Transit,,, Espinoza 2022</a>,-29.416487,,M4.5 V,1
TOI-2373 b,2023.0,Transit,11.2448,,13.3368173,508.686,805.0,5517,1
TOI-2374 b,2024.0,Transit,10.38357034,,4.31359170579,134.655,865.43,4929.5,1
TOI-2379 b,2024.0,Transit,11.72459381,1830.69162432,5.4693827,211.247,624.0,3707,1
TOI-238 b,2024.0,Transit,1.612,,1.273114,80.5407,1456.61,5080,1
TOI-238 c,2024.0,Radial Velocity,-0.0013,-0.01605855,rez Mascare&ntilde,23h16m55.46s,-6.2,<a refstr=SU_AACUTE_REZ_MASCARE_NTILDE_O_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240204113S/abstract target=ref>Su&aacute,1
TOI-2382 b,2025.0,Transit,12.77097465,,4.66120249661,434.92,1366.46,5884.5,1
TOI-2384 b,2024.0,Transit,11.62641524,,2.13570257297,191.51,799.55,3678.2,1
TOI-2406 b,2021.0,Transit,2.86,15.6,3.0766891,55.419,449.0,3100,1
TOI-2407 b,2025.0,Transit,3.79423915,,2.70291867531,92.4366,657.1,3596,1
TOI-2411 b,2022.0,Transit,1.68,,0.7826942,59.5362,1355.0,4099,1
TOI-2416 b,2023.0,Transit,11.5451,,8.2754608,557.733,942.0,5515.2,1
TOI-2420 b,2024.0,Transit,11.8252,,5.84259,435.174,1166.0,5707,1
TOI-2421 b,2022.0,Transit,10.753,,4.3474,327.927,1475.0,5618,1
TOI-2427 b,2022.0,Transit,1.8,,1.3060011,28.5147,1117.0,4072,1
TOI-244 b,2023.0,Transit,1.03,,7.39726,22.0337,387.0,3450,1
TOI-2443 b,2023.0,Transit,2.363,4.8,15.66858,23.9258,519.0,4375,1
TOI-2445 b,2022.0,Transit,1.25,,0.3711281,48.582,1060.0,3333,1
TOI-2447 b,2024.0,Transit,10.2185,,,148.987,719.0,5825,1
TOI-2449 b,2025.0,Transit,11.9082,,16.6542431,156.786,1215.0,6054,1
TOI-2458 b,2024.0,Transit,0.0,0.0,ubjak et al. 2024</a>,+01d15m12.38s,0.0,ubjak et al. 2024</a>,1
TOI-2458 c,2024.0,Radial Velocity,0.0,,ubjak et al. 2024</a>,+01d15m12.38s,,ubjak et al. 2024</a>,1
TOI-2459 b,2023.0,Transit,2.9531,,19.104718,36.6113,445.01,4195,1
TOI-2485 b,2024.0,Transit,12.196,,11.2347982,397.953,1121.0,6016.4,1
TOI-2497 b,2023.0,Transit,11.7630857,,10.65569402603,285.289,1433.45,6715,1
TOI-2498 b,2023.0,Transit,4.77412302,,3.73823810638,275.265,1352.36,5938,1
TOI-251 b,2021.0,Transit,2.74,317.83,4.93777,99.523,,5875,1
TOI-2524 b,2023.0,Transit,11.2089807,203.41018048,7.18585,438.842,1100.0,5831,1
TOI-2525 b,2023.0,Transit,8.67575106,26.69758619,23.2856,395.398,,5096,1
TOI-2525 c,2023.0,Transit,10.13291855,208.8132634,49.2519,395.398,,5096,1
TOI-2529 b,2024.0,Transit,11.54525012,743.71847238,64.5949,296.271,636.0,5802,1
TOI-2537 b,2024.0,Transit,11.25381662,415.40172795,94.1022,184.986,338.0,4870,1
TOI-2537 c,2024.0,Radial Velocity,,2297.89938261,1920,184.986,123.1,4870,1
TOI-2545 b,2022.0,Transit,2.55760211,,7.99403671774,107.118,1022.99,5846.29,1
TOI-2567 b,2022.0,Transit,10.70165915,,5.9839451,504.775,1278.94,5609,1
TOI-257 b,2021.0,Transit,,,18.387686,76.9028,,6095,1
TOI-2570 b,2022.0,Transit,14.06998283,,2.98876544176,361.857,1307.24,5639,1
TOI-2580 b,2024.0,Transit,18.3834,,3.397862,379.253,1870.0,6590,1
TOI-2583 A b,2023.0,Transit,14.4595851,79.45710175,4.5207265,566.189,1456.0,5936,2
TOI-2587 A b,2023.0,Transit,12.07207221,69.28659273,5.45664,373.675,1445.0,5760,2
TOI-2589 b,2023.0,Transit,12.10569916,1112.3994245,61.6277,200.273,592.0,5579,1
TOI-260 b,2024.0,Transit,1.71,4.23,13.475853,20.1852,493.0,4026,1
TOI-261.01,2021.0,Transit,3.04498627,,3.36392539669,114.495,1387.06,5890.3,1
TOI-261.02,2021.0,Transit,2.52,,13.04,114.495,,5890.3,1
TOI-262 b,2023.0,Transit,2.06714559,,11.14527843821,43.932,700.52,5302.58,1
TOI-2641 b,2023.0,Transit,9.73548966,,4.88096396158,344.045,1275.81,6309,1
TOI-2669 b,2022.0,Transit,9.93735,,6.203496,393.443,1226.0,4859,1
TOI-269 b,2021.0,Transit,2.77,8.8,3.6977104,57.0225,531.0,3514,1
TOI-270 b,2019.0,Transit,1.18437183,,3.36013770678,22.4793,538.86,3551,1
TOI-270 c,2019.0,Transit,0.0,0.0,nther et al. 2019</a>,-51d57m26.62s,,nther et al. 2019</a>,1
TOI-270 d,2019.0,Transit,2.25394645,,11.37956533963,22.4793,358.83,3551,1
TOI-2714 b,2024.0,Transit,13.72,228.0,2.499387,597.873,1603.0,5665,1
TOI-2719 b,2025.0,Transit,5.98,,3.37594,588.368,1710.0,5762,1
TOI-2768 b,2024.0,Transit,3.01287,,1.5080197,78.4525,855.0,4008,1
TOI-277 b,2022.0,Transit,4.25566447,,3.99344182705,64.6692,587.92,3748,1
TOI-2796 b,2023.0,Transit,17.26183028,139.84449908,4.8084983,350.343,1205.0,5764,1
TOI-2803 A b,2023.0,Transit,18.11371281,309.88269682,1.96229325,494.818,1893.0,6280,2
TOI-2818 b,2023.0,Transit,15.27784069,225.65816897,4.039709,312.674,1376.0,5721,1
TOI-283 b,2025.0,Transit,2.01411,,17.6174652,82.7013,610.0,5250,1
TOI-2842 b,2023.0,Transit,11.8731,,3.5514016,460.995,1198.0,6019,1
TOI-286 b,2024.0,Transit,1.42,4.53,4.5117244,59.2293,979.0,5152,1
TOI-286 c,2024.0,Transit,1.88,3.72,39.361826,59.2293,475.0,5152,1
TOI-2876 b,2025.0,Transit,9.6397234,54.03082919,6.2996431,225.744,929.0,5271,1
TOI-2886 b,2025.0,Transit,18.6498,,1.6020002,413.673,1890.0,6141,1
TOI-2969 b,2025.0,Transit,12.32987877,368.68095212,1.8237146,163.996,1186.0,4738,1
TOI-2977 b,2023.0,Transit,13.15934334,533.95172376,2.3505614,,1544.0,5691,1
TOI-2981 b,2024.0,Transit,12.3972,,3.6015056,527.789,1353.0,6055,1
TOI-2986 b,2025.0,Transit,8.32327,,3.2783445,563.149,1605.0,5940.7,1
TOI-2989 b,2025.0,Transit,12.55405838,953.485221,3.122832,195.795,1001.0,4672,1
TOI-2992 b,2025.0,Transit,13.75341932,1058.36859531,3.007812,542.026,1726.0,6000,1
TOI-3023 b,2023.0,Transit,16.2567,,3.9014904,389.916,1511.0,5512,1
TOI-3071 b,2024.0,Transit,7.16,68.2,1.266938,485.219,2155.0,6177,1
TOI-3082 b,2023.0,Transit,3.6621,,1.926907,113.048,1032.78,4263,1
TOI-3135 b,2025.0,Transit,12.9758,,3.7065603,221.673,1114.0,5632,1
TOI-3160 A b,2025.0,Transit,13.7646283,378.21580433,3.971281,567.678,1539.0,6190,2
TOI-3235 b,2023.0,Transit,11.39953337,211.35589065,2.59261842,72.811,604.0,3388.8,1
TOI-3261 b,2024.0,Transit,4.37490943,,0.8831279,300.141,1609.57,5151.4,1
TOI-3288 b,2025.0,Transit,12.3818,,1.4338615,200.5,989.0,3913,2
TOI-329 b,2024.0,Transit,4.94057819,40.4,5.70439,284.388,1213.02,5614,1
TOI-332 b,2023.0,Transit,3.28324,,0.77685,222.852,2240.0,5190,1
TOI-3321 b,2024.0,Transit,15.55806521,176.07693748,3.6525145,285.895,1616.0,5850,1
TOI-333 b,2025.0,Transit,4.78648335,,3.78523282768,352.269,1288.04,6150,1
TOI-3331 A b,2022.0,Transit,12.97999965,721.47048389,2.0180231,217.193,1488.0,5609,2
TOI-3353.01,2024.0,Transit,2.6667555,,4.6657965,78.7577,1264.36,6365,1
TOI-3362 b,2021.0,Transit,12.80065596,1598.3590588,18.09547,366.987,,6532,1
TOI-3364 b,2023.0,Transit,12.22899794,530.77343969,5.8768918,277.899,1264.0,5706,1
TOI-3464 b,2025.0,Transit,13.7646283,397.28550875,3.6515568,597.774,1693.0,6370,1
TOI-3474 b,2025.0,Transit,14.0735,,3.8795023,420.123,1437.0,6048,1
TOI-3486 b,2025.0,Transit,10.5700688,99.16246298,2.21778105,154.715,1190.0,4930,1
TOI-3493 b,2025.0,Transit,3.22,8.97,8.1594667,96.7224,1102.0,5844,1
TOI-3523 A b,2025.0,Transit,15.9727975,435.42491759,2.30458952,645.294,1984.0,6450,3
TOI-3540 A b,2022.0,Transit,12.17579997,,3.1198403899,,1324.89,6011.2,2
TOI-3568 b,2024.0,Transit,6.4020317,,4.41780423888,197.906,861.45,4864,1
TOI-3593 b,2025.0,Transit,11.68694909,,3.82129767523,226.63,1087.65,5342,1
TOI-3629 b,2022.0,Transit,8.29464572,77.2323029,3.9365578,130.091,711.0,3865,1
TOI-3682 b,2025.0,Transit,12.80065596,69.28659273,3.3462406,404.211,1657.0,5703,1
TOI-3688 A b,2023.0,Transit,13.2996429,,3.24620800895,396.378,1471.43,6088,2
TOI-3693 b,2022.0,Transit,12.59889431,324.18497514,9.088516,176.436,801.0,5321,1
TOI-3714 b,2022.0,Transit,11.61024861,,2.15474722196,112.71,689.88,3538,2
TOI-375 b,2026.0,Transit,12.76565127,,9.45464777661,396.213,908.91,5001.6,1
TOI-375 c,2026.0,Radial Velocity,,669.34662514,115.5,396.213,596.0,5259.9,1
TOI-375 d,2026.0,Radial Velocity,,445.59542661,297.9,396.213,434.0,5259.9,1
TOI-3757 b,2022.0,Transit,12.43773089,,3.43919542546,181.139,705.15,3902,1
TOI-3785 b,2023.0,Transit,5.14,14.95,4.6747373,79.7634,582.0,3576,1
TOI-3807 b,2023.0,Transit,10.0928,,2.8989758,421.745,1247.0,5908,1
TOI-3819 b,2023.0,Transit,12.92730565,,3.24429897599,558.141,1567.79,5999,1
TOI-3837 b,2025.0,Transit,11.0233,,11.8886495,311.705,954.0,5773.9,1
TOI-3856 b,2025.0,Transit,13.3605,,2.0436029,314.443,1179.0,5568,1
TOI-3877 b,2025.0,Transit,12.0574,,4.1225477,493.77,1115.0,5662.2,1
TOI-3884 b,2022.0,Transit,6.43,32.59,4.5445828,43.1448,441.0,3180,1
TOI-3894 b,2024.0,Transit,14.3572,,4.3345378,417.365,1347.0,6314.8,1
TOI-3912 b,2023.0,Transit,14.2355,,3.4936188,465.992,1394.0,5779.5,1
TOI-3919 b,2024.0,Transit,12.31866979,1233.17421916,7.433234,604.591,1198.0,6100,1
TOI-3976 A b,2023.0,Transit,12.1125,,6.6080989,516.087,1157.0,5993,2
TOI-3980 b,2025.0,Transit,17.0677,,3.6089193,486.721,1655.0,5854,1
TOI-3984 A b,2023.0,Transit,7.17236,,4.3533211,108.883,548.0,3422,2
TOI-4010 b,2023.0,Transit,3.02,11.0,1.348335,177.504,1441.0,4960,1
TOI-4010 c,2023.0,Transit,6.61394759,,5.41462349278,177.504,872.0,4888,1
TOI-4010 d,2023.0,Transit,6.18,38.15,14.70886,177.504,650.0,4960,1
TOI-4010 e,2023.0,Radial Velocity,,692.0,762,177.504,174.0,4960,1
TOI-406 c,2024.0,Transit,1.32,2.08,3.307441,31.0597,584.0,3392,1
TOI-406.01,2024.0,Transit,2.08,6.57,13.175682,31.0597,368.0,3392,1
TOI-4087 b,2023.0,Transit,13.04725353,232.01473711,3.1774835,301.676,1458.0,6060,1
TOI-411 b,2022.0,Transit,1.27788467,,4.04030073094,62.7792,1709.03,6101,1
TOI-411 c,2022.0,Transit,1.77445863,,9.57307869132,62.7792,1217.78,6101,1
TOI-4127 b,2023.0,Transit,12.5447,,56.4043748,319.632,272.0,6433,1
TOI-4137 b,2022.0,Transit,13.6371,,3.8016217,334.993,1418.0,6244,1
TOI-4145 A b,2023.0,Transit,12.1827,,4.0664446,205.387,856.0,5421,2
TOI-4153 b,2024.0,Transit,16.66323365,,4.61742539074,423.84,1504.86,6411,1
TOI-4155 b,2025.0,Transit,3.02356,,3.3207642,240.737,1371.0,6142,1
TOI-4184 b,2023.0,Transit,2.55541453,,4.90199383996,69.3649,382.4,3147,1
TOI-4201 b,2023.0,Transit,13.33868703,823.17557413,3.5819198,189.011,728.0,3794,1
TOI-421 b,2020.0,Transit,2.64,6.7,5.197576,74.7969,922.0,5291,2
TOI-421 c,2020.0,Transit,5.09,14.1,16.067541,74.7969,635.0,5291,2
TOI-4214 b,2025.0,Transit,11.154,,3.491383,346.881,1352.0,5936.5,1
TOI-4308 b,2023.0,Transit,2.4189,,9.151201,108.932,763.05,5243,1
TOI-431 b,2021.0,Transit,1.47415294,,0.49005894131,32.5686,1730.72,4891,1
TOI-431 c,2021.0,Radial Velocity,,2.83,4.8494,32.5686,867.0,4850,1
TOI-431 d,2021.0,Transit,,,12.4610213,32.5686,,4850,1
TOI-4329 b,2022.0,Transit,16.81347105,143.02278315,2.9223,717.128,,6000,1
TOI-4336 A b,2024.0,Transit,2.137,3.33,16.336351,22.5455,309.4,3307,3
TOI-4336 A c,2026.0,Transit,1.251,1.55,7.587266,22.5455,399.5,3307,3
TOI-4342 b,2023.0,Transit,2.27214086,,5.53832899924,61.5204,585.02,3883,1
TOI-4342 c,2023.0,Transit,2.349,4.8,10.688662,61.5204,514.0,3866,1
TOI-4364 b,2025.0,Transit,2.01,,5.424019,43.9662,488.0,3528,1
TOI-4377 b,2023.0,Transit,15.10970598,304.1617855,4.378081,455.82,,4974,1
TOI-4379 b,2024.0,Transit,16.52332447,,3.25352993759,645.158,1869.38,6368,1
TOI-4406 b,2023.0,Transit,12.12752552,,30.08350298174,261.834,703.86,5906.5,1
TOI-4438 b,2024.0,Transit,0.0,0.0,ez-Torres et al. 2024</a>,+35d35m41.64s,,ez-Torres et al. 2024</a>,1
TOI-444 b,2023.0,Transit,2.77,,17.9636,57.3973,609.0,5225,1
TOI-4443.01,2024.0,Transit,1.71932648,,1.84985667759,56.0739,1499.3,5834,1
TOI-4463 A b,2023.0,Transit,13.26022417,252.35575516,2.8807198,173.117,1395.0,5640,2
TOI-4465 b,2025.0,Transit,14.01122587,1872.00931723,101.94054,121.139,427.0,5545,1
TOI-4479 b,2022.0,Transit,2.82,,1.1589,80.6532,861.0,3400,1
TOI-4487 A b,2025.0,Transit,13.1238,,3.9540617,479.145,1477.0,5773,2
TOI-4495 b,2026.0,Transit,2.483,7.7,2.56699,132.214,1735.0,6210,1
TOI-4495 c,2024.0,Transit,3.63045,,5.1830043,132.214,1382.67,6156,1
TOI-4504 b,2024.0,Transit,-0.00068,-0.01703991,tkov&aacute,07h37m52.15s,,<a refstr=V_AMP_IACUTE_TKOV_AMP_AACUTE__ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv241205609V/abstract target=ref>V&iacute,1
TOI-4504 c,2024.0,Transit,11.4756331,,82.929411424,342.605,182.8,5271,1
TOI-4504 d,2024.0,Transit Timing Variations,-0.0043,,tkov&aacute,07h37m52.15s,,<a refstr=V_AMP_IACUTE_TKOV_AMP_AACUTE__ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv241205609V/abstract target=ref>V&iacute,1
TOI-4507 b,2025.0,Transit,8.2,20.0,104.61611,178.26,,6260,1
TOI-451 b,2020.0,Transit,1.91,,1.858703,123.739,1491.0,5550,2
TOI-451 c,2020.0,Transit,2.72510061,,9.19107915063,123.739,768.7,5481,2
TOI-451 d,2020.0,Transit,,,16.364909,123.739,,5550,2
TOI-4515 b,2024.0,Transit,12.17,637.0,15.266446,193.499,705.0,5433,1
TOI-4527.01,2024.0,Transit,0.9086617,,0.3994445,18.1037,1362.93,3702,1
TOI-4529 b,2026.0,Transit,1.87212186,,5.87957519379,28.384,498.62,3611,1
TOI-4551 b,2023.0,Transit,8.32411,,9.956296,215.986,1655.0,4956,1
TOI-4559 b,2024.0,Transit,1.49999347,,3.96490526655,31.6354,522.51,3476,1
