pl_name,disc_year,discoverymethod,pl_rade,pl_bmasse,pl_orbper,sy_dist,pl_eqt,st_teff,sy_snum
TOI-4562 b,2023.0,Transit,12.53,732.0,225.11781,339.605,318.0,6096,1
TOI-4562 c,2024.0,Transit Timing Variations,,1833.86990839,3990,339.605,,6096,1
TOI-4582 b,2023.0,Transit,10.15776883,,31.03432139505,383.846,614.66,5234,1
TOI-4600 b,2023.0,Transit,6.8,959.84178914,82.6869,216.056,347.0,5170,1
TOI-4600 c,2023.0,Transit,9.42,2946.26933289,482.8191,216.056,191.0,5170,1
TOI-4602.01,2024.0,Transit,2.36323,,3.9813082,63.0637,1561.0,6011.9,1
TOI-4603 b,2023.0,Transit,14.2395,,7.2455997,225.643,1637.0,6169.1,1
TOI-4633 c,2024.0,Transit,3.52959232,,271.938638971,95.2016,268.57,5490.04,2
TOI-4638.01,2024.0,Transit,2.933,,10.283918787,168.248,,5700,1
TOI-4641 b,2023.0,Transit,9.76032934,,22.09339217881,86.3501,950.11,6798.4,1
TOI-4666 b,2025.0,Transit,12.44196858,222.4798849,2.9089168,154.749,713.0,3512,1
TOI-469.01,2021.0,Transit,3.48,9.6,13.63083,68.192,777.0,5289,1
TOI-470 b,2023.0,Transit,4.6131319,,12.19145582957,130.46,659.68,5418,1
TOI-4734 b,2025.0,Transit,9.02698,,6.2356356,563.068,1397.0,5854,1
TOI-4773 b,2025.0,Transit,15.22179579,1687.66884117,1.7452851,492.888,2255.0,6740,1
TOI-4791 b,2023.0,Transit,13.0113,,4.2809767,328.802,1279.0,5964,1
TOI-4794 b,2025.0,Transit,14.35870428,308.29355479,3.5658116,543.008,1673.0,6390,1
TOI-480 b,2024.0,Transit,2.85372018,20.8,6.866196,54.5306,1198.94,6174,1
TOI-481 b,2020.0,Transit,,,10.3311565,179.366,,5735,1
TOI-4860 b,2023.0,Transit,8.99483,,1.5229985,80.1423,687.0,3237,1
TOI-4914 b,2024.0,Transit,12.87,227.0,10.60057,299.89,894.0,5805,1
TOI-4940 b,2025.0,Transit,6.75553691,,25.8663868915,345.659,643.25,5418.7,1
TOI-4961 b,2025.0,Transit,13.44993018,,7.47933740112,213.073,828.27,5078,1
TOI-4994 b,2024.0,Transit,8.54124329,88.99195396,21.491984,329.304,717.6,5640,1
TOI-500 b,2022.0,Transit,1.35917743,,0.54815729517,47.3924,1577.39,4590,1
TOI-500 c,2022.0,Radial Velocity,,5.03,6.6356,47.3924,,4440,1
TOI-500 d,2022.0,Radial Velocity,,33.12,26.233,47.3924,,4440,1
TOI-500 e,2022.0,Radial Velocity,,15.05,61.3,47.3924,,4440,1
TOI-5005 b,2024.0,Transit,0.0,0.0,lez et al. 2024</a>,-48d08m42.36s,0.0,lez et al. 2024</a>,1
TOI-5027 b,2025.0,Transit,11.2818,,10.2436729,204.429,1035.0,5845.9,1
TOI-5076 b,2024.0,Transit,3.2,16.0,23.445,82.857,615.0,5070,2
TOI-5082.01,2024.0,Transit,2.64301,,4.2403543,43.1406,1113.0,5670,1
TOI-5108 b,2025.0,Transit,6.6,32.0,6.753581,130.919,1180.0,5808,1
TOI-5110 b,2024.0,Transit,11.98240037,921.7023803,30.158577,392.259,976.0,6160,1
TOI-512 b,2025.0,Transit,1.54,3.57,7.18886,67.3975,1009.0,5277,1
TOI-5126 b,2023.0,Transit,4.74,,5.4588385,160.414,1442.0,6150,1
TOI-5126 c,2023.0,Transit,3.86,,17.8999,160.414,971.0,6150,1
TOI-5143 c,2025.0,Transit,16.25302201,,5.2097118,181.38,,5183,1
TOI-5153 b,2022.0,Transit,11.3547,,20.9108406,390.484,739.0,6408,1
TOI-5174 b,2022.0,Transit,5.351,,12.214286,197.243,,5643.77,1
TOI-5181 A b,2025.0,Transit,13.34989601,330.54154328,3.8922295,480.155,1585.0,6060,2
TOI-519 b,2021.0,Transit,11.87031056,166.85991368,1.26523248,115.557,754.0,3354,1
TOI-5205 b,2023.0,Transit,11.1125,,1.6306523,86.4493,653.0,3262,1
TOI-521 b,2025.0,Transit,1.98,5.3,1.54285047,60.9425,794.0,3544,1
TOI-5210 b,2025.0,Transit,11.6029,,4.5661309,302.086,1228.0,5569,1
TOI-5218 b,2024.0,Transit,9.86,657.0,4.291452,377.483,783.0,4230,1
TOI-5232 b,2024.0,Transit,12.778238,743.71847238,4.0966692,609.388,1772.0,6500,1
TOI-5238 b,2022.0,Transit,4.89644,,4.8721904,290.646,1042.0,5430.5,1
TOI-5261 b,2025.0,Transit,10.8804,,4.1509756,377.054,990.0,5686,1
TOI-5293 A b,2023.0,Transit,0.0,0.0,as et al. 2023</a>,-02d02m42.34s,0.0,as et al. 2023</a>,2
TOI-530 b,2021.0,Transit,9.30345398,127.1313628,6.387597,148.762,565.0,3659,1
TOI-5300 b,2025.0,Transit,9.86390302,190.6970442,2.262196,162.51,1043.0,4610,1
TOI-5301 b,2024.0,Transit,13.5292397,1080.6165838,5.858857,629.161,1682.0,6240,1
TOI-5319 b,2024.0,Transit,3.74681,,4.0785273,61.171,695.0,3580,1
TOI-532 b,2021.0,Transit,5.59112064,,2.32663999021,135.047,779.15,3946,1
TOI-5322 b,2025.0,Transit,16.7305,,5.4233428,476.899,1354.0,5790,1
TOI-5340 b,2025.0,Transit,15.07607904,270.15414595,4.9394392,532.629,1566.0,5990,1
TOI-5344 b,2023.0,Transit,9.7,135.0,3.792622,138.367,679.0,3770,1
TOI-5349 b,2026.0,Transit,10.2,127.4,3.317921,188.336,719.0,3751,1
TOI-5350 b,2025.0,Transit,12.41955062,2094.48920213,7.581367,277.419,1195.0,6220,1
TOI-5386 A b,2025.0,Transit,15.1893,,3.6215615,394.486,1202.0,5920.2,2
TOI-5388.01,2024.0,Transit,1.89426,,2.594675,18.5226,601.35,3495,1
TOI-5398 b,2022.0,Transit,10.3,58.7,10.590547,130.855,947.0,6000,1
TOI-5398 c,2023.0,Transit,3.52,11.8,4.77271,130.855,1242.0,6000,1
TOI-540 b,2020.0,Transit,0.903,,1.2391491,14.0022,611.0,3216,1
TOI-5422 b,2026.0,Transit,10.56541961,,5.37679969837,346.141,1277.23,5663.5,1
TOI-544 b,2022.0,Transit,2.018,2.89,1.548352,41.1166,999.0,4169,1
TOI-544 c,2023.0,Radial Velocity,,21.5,50.089,41.1166,,4169,1
TOI-5489 b,2025.0,Transit,1.46245738,,3.15221310421,45.0907,570.95,3547,1
TOI-5489 c,2025.0,Transit,1.28,,4.92126,45.0907,536.0,3547,1
TOI-5542 b,2022.0,Transit,13.8062,,75.1247037,348.849,462.0,5392.9,1
TOI-5573 b,2025.0,Transit,9.75,112.0,8.79758977,186.562,528.0,3790,1
TOI-558 b,2021.0,Transit,13.53006831,,14.57289854281,402.63,1012.99,6025.8,1
TOI-559 b,2021.0,Transit,12.2398,,6.9839072,233.266,1249.0,5972,1
TOI-5592 b,2025.0,Transit,13.9108,,2.6085851,597.026,1422.0,6331,1
TOI-561 b,2020.0,Transit,1.45661206,3.0,0.44656895,85.799,2134.77,5342,1
TOI-561 c,2020.0,Transit,2.865,5.93,10.778838,85.799,802.0,,1
TOI-561 d,2020.0,Transit,2.87813921,,25.7122157303,85.799,331.79,5391,1
TOI-561 e,2020.0,Transit,2.67,16.0,77.23,85.799,,5455,1
TOI-5616 b,2024.0,Transit,10.78,624.0,2.002849,390.415,939.0,3996,1
TOI-5634 A b,2024.0,Transit,10.42,588.0,2.2035373,306.144,837.0,3896,2
TOI-564 b,2020.0,Transit,11.43318,464.98529,1.651144,199.581,1714.0,5640,1
TOI-5678 b,2023.0,Transit,5.11487,,119.3355264,165.393,389.0,5516,1
TOI-5688 A b,2024.0,Transit,9.41494,,2.9479689,226.318,639.0,3588,2
TOI-5704 b,2023.0,Transit,3.2274,,3.771116,89.637,949.07,4590,1
TOI-5713 b,2024.0,Transit,1.77,,10.441989,40.8668,347.2,3225,1
TOI-5716 b,2025.0,Transit,1.01767433,,6.76627285241,39.4122,346.57,3331,1
TOI-5720 b,2024.0,Transit,1.39321904,,1.43446023837,35.8256,691.29,3421,1
TOI-5726.01,2024.0,Transit,2.554,,5.491125215,108.848,,5874,1
TOI-5728 b,2025.0,Transit,1.1269607,,11.49745590357,54.7045,349.15,3444,1
TOI-5734 b,2026.0,Transit,2.76,,6.1842161,32.5102,788.0,4790,1
TOI-5736 b,2025.0,Transit,1.56,,0.64899,92.3604,1311.0,3949,1
TOI-5786 b,2025.0,Transit,6.85813,,12.7791964,192.475,1225.0,6280,2
TOI-5788 b,2026.0,Transit,1.528,3.72,6.340758,97.614,910.0,5615,1
TOI-5788 c,2026.0,Transit,2.272,6.4,16.213362,97.614,667.0,5615,1
TOI-5789 b,2026.0,Radial Velocity,,2.12,2.76369,20.4581,1201.0,5185,1
TOI-5789 c,,Transit,2.53704,,12.9256051,20.4581,478.0,5132,1
TOI-5789 d,2026.0,Radial Velocity,,4.29,29.65,20.4581,545.0,5185,1
TOI-5789 e,2026.0,Radial Velocity,,11.61,62.98,20.4581,424.0,5185,1
TOI-5795 b,2025.0,Transit,5.62,23.66,6.1406325,156.53,1136.78,5715,1
TOI-5799 b,2024.0,Transit,1.625,,4.164753,27.8123,518.01,3514,1
TOI-5799 c,2025.0,Transit,0.0,0.0,inkaya et al. 2025</a>,+15d59m20.91s,,inkaya et al. 2025</a>,1
TOI-5800 b,2025.0,Transit,2.46,9.5,2.6278838,42.9052,1108.0,4850,1
TOI-5803 b,2023.0,Transit,3.5038,,5.3829728,84.0126,816.0,5134,1
TOI-5817 b,2025.0,Transit,3.02725841,,15.61460575154,80.7542,855.96,5809,2
TOI-5882 b,2025.0,Transit,11.46678726,6995.40323807,7.148972,416.104,1515.0,5920,1
TOI-5938 b,2026.0,Transit,3.82,,2.260424,114.035,1077.0,4650,1
TOI-6000 b,2025.0,Transit,1.01526302,,0.44895891195,75.7664,1022.91,3419,1
TOI-6002 b,2024.0,Transit,1.5489482,,10.90483924619,32.0266,296.4,3272,1
TOI-6008 b,2024.0,Transit,1.03,4.0,0.8574347,23.1008,707.0,3075,1
TOI-6016 b,2024.0,Transit,13.67495645,371.85923619,4.023687,364.715,1890.0,6110,1
TOI-6029 b,2024.0,Transit,14.39233122,519.64944544,5.7987,603.119,,6223,1
TOI-6034 b,2024.0,Transit,11.92,254.0,2.576184,117.992,714.0,3635,2
TOI-6038 A b,2025.0,Transit,4.71778,,5.826731,179.147,1617.0,6305,2
TOI-6041 b,2025.0,Transit,4.39378,,1094.062167,72.4731,566.0,5359,1
TOI-6041 c,2025.0,Radial Velocity,,77.9,88,72.4731,403.5,5445,1
TOI-6054.01,2024.0,Transit,2.64,12.5,7.501428,79.407,1360.0,6047,1
TOI-6054.02,2024.0,Transit,2.82,9.3,12.563636,79.407,1143.0,6047,1
TOI-6086 b,2024.0,Transit,1.18,,1.3888725,31.4566,634.0,3200,1
TOI-6109 b,2025.0,Transit,3.92346,,5.6952223,151.738,700.0,5416.1,1
TOI-6109 c,2025.0,Transit,4.04578,,8.5386633,151.738,786.0,5416.1,1
TOI-6130 b,2024.0,Transit,14.5439,,2.3927114,220.882,1351.0,5967,1
TOI-615 b,2023.0,Transit,18.97680433,138.25535705,4.6615983,360.408,1666.0,6850,1
TOI-620 b,2022.0,Transit,3.76,,5.0988179,33.0231,603.6,3708,1
TOI-622 b,2023.0,Transit,9.2362001,96.30200732,6.402513,123.297,1388.0,6400,1
TOI-6223 b,2025.0,Transit,0.0,0.0,inkaya et al. 2025</a>,+33d04m02.05s,,inkaya et al. 2025</a>,1
TOI-6255 b,2024.0,Transit,0.96173856,,0.23818233358,20.3167,1256.46,3423,1
TOI-628 b,2021.0,Transit,12.1343,,3.4076,178.68,1586.0,6174,1
TOI-6303 b,2025.0,Transit,12.3024,,9.4852479,152.219,488.0,3848,1
TOI-6324 b,2025.0,Transit,1.059,1.17,0.279221,20.5488,1216.0,3247,1
TOI-6330 b,2025.0,Transit,10.4676,,6.8498533,139.042,392.0,3522,1
TOI-6383 A b,2024.0,Transit,11.4109,,1.7904917,171.319,660.0,3425,2
TOI-640 b,2021.0,Transit,19.851139,279.6904,5.0037775,341.997,1749.0,6460,1
TOI-6420 b,2025.0,Transit,11.93756445,2606.1929374,6.961508,634.712,1213.0,6020,1
TOI-6448 b,2025.0,Transit,8.47398941,,14.844261,386.879,745.0,5910,1
TOI-6478 b,2025.0,Transit,4.6,,34.005019,38.6057,204.4,3230,2
TOI-654.01,2024.0,Transit,2.378,8.71,1.527561,57.7553,794.0,3521,1
TOI-6628 b,2025.0,Transit,10.98480109,235.19302118,18.18424,320.527,833.0,5463,1
TOI-663 b,2024.0,Transit,2.27,4.45,2.598902,64.2308,674.0,3681,1
TOI-663 c,2024.0,Transit,2.66263751,,4.69559860409,64.2308,552.5,3719,1
TOI-663 d,2024.0,Transit,1.92,5.2,7.1027268,64.2308,482.0,3681,1
TOI-6651 b,2024.0,Transit,5.09,61.0,5.056973,212.128,1493.0,5940,1
TOI-669 b,2023.0,Transit,2.6,9.8,3.94515,142.867,1235.0,5600,1
TOI-6692 b,2026.0,Transit,11.67975789,197.05361234,131.125,312.903,467.0,5890,1
TOI-6695 b,2025.0,Transit,7.63746901,,,282.536,776.55,6118.81,1
TOI-6695 c,2025.0,Radial Velocity,,460.85119015,242.4,282.536,415.0,6400,1
TOI-6716 b,2026.0,Transit,1.0102426,,4.71856903681,18.8873,374.61,3190,1
TOI-672 b,2023.0,Transit,5.2604,,3.633575,66.9071,676.15,3765,1
TOI-674 b,2021.0,Transit,,,1.9771642,46.0851,,3514,1
TOI-677 b,2020.0,Transit,13.0203,,11.2365977,141.812,690.0,6446,1
TOI-682.01,2021.0,Transit,3.74186,,6.8392388,83.1548,1090.0,5085,1
TOI-6894 b,2025.0,Transit,9.5836785,53.39517238,3.37077196,73.8131,417.9,3007,1
TOI-700 b,2020.0,Transit,1.01,,9.97701,31.1265,,3480,1
TOI-700 c,2020.0,Transit,2.63,,16.051098,31.1265,,3480,1
TOI-700 d,2020.0,Transit,1.19,,37.426,31.1265,,3480,1
TOI-700 e,2023.0,Transit,0.953,,27.80978,31.1265,,3459,1
TOI-7009 b,2026.0,Transit,3.71,,2.3206612,184.12,872.0,4080,1
TOI-7041 b,2025.0,Transit,9.52959263,,9.69946657672,439.52,882.37,4696,1
TOI-712 b,2022.0,Transit,2.049,,9.531361,58.6212,650.0,4622,1
TOI-712 c,2022.0,Transit,2.45531,,51.6991421,58.6212,357.0,4504,1
TOI-712 d,2022.0,Transit,2.474,,84.8396,58.6212,313.6,4622,1
TOI-7149 b,2025.0,Transit,11.2606,,2.6520679,126.126,555.0,3247,1
TOI-715 b,2023.0,Transit,1.71453082,,19.28795790989,42.4048,235.04,3075,1
TOI-7166 b,2025.0,Transit,2.01,,12.92063621,35.4153,249.0,3099,1
TOI-733 b,2023.0,Transit,1.992,5.72,4.884765,75.2092,1055.8,5585,1
TOI-7384 b,2026.0,Transit,3.92866749,,6.23351551622,66.7902,378.34,3211,1
TOI-7510 b,2025.0,Transit,11.65856551,,11.53172727214,249.006,1783.69,5586,1
TOI-7510 c,2025.0,Transit,10.90633822,128.18019654,22.5644,249.006,696.0,5820,1
TOI-7510 d,2025.0,Transit,6.31985446,,48.86217278727,249.006,593.78,5586,1
TOI-756 b,2025.0,Transit,2.81,9.83,1.2392495,86.1759,934.0,3657,1
TOI-756 c,2025.0,Radial Velocity,,1287.20504835,149.4,86.1759,194.0,3657,1
TOI-757 b,2024.0,Transit,2.5,10.5,17.46819,60.3418,641.0,5278,1
TOI-762 A b,2024.0,Transit,8.33948164,79.77493016,3.4716826,98.4458,555.4,3266,2
TOI-763 b,2020.0,Transit,2.4097088,,5.60577479919,95.1274,937.98,5767,1
TOI-763 c,2020.0,Transit,2.86350851,,12.27724442374,95.1274,722.28,5767,1
TOI-771 b,2024.0,Transit,1.36,2.47,2.3260155,25.2788,543.0,3370,1
TOI-771 c,2025.0,Radial Velocity,,2.87,7.61,25.2788,365.0,3370,1
TOI-776 b,2020.0,Transit,1.85,4.0,8.24661,27.1701,514.0,3709,1
TOI-776 c,2020.0,Transit,2.02,5.3,15.6653,27.1701,415.0,3709,1
TOI-778 b,2023.0,Transit,15.2453,,4.6336155,161.743,1450.0,6780,1
TOI-782 b,2024.0,Transit,2.734,19.1,8.0240015,52.5122,435.0,3370,1
TOI-784 b,2023.0,Transit,1.84303,,2.7970316,64.5997,1256.0,5849,1
TOI-813 b,2020.0,Transit,6.71,,83.8911,263.145,610.0,5907,1
TOI-815 b,2024.0,Transit,2.94,7.6,11.197259,59.7117,686.0,4869,2
TOI-815 c,2024.0,Transit,2.1838,,734.4987702,59.7117,483.0,4953.9,2
TOI-824 b,2020.0,Transit,,, Espinoza 2022</a>,-57.5888666,,K4 V,1
TOI-833 b,2022.0,Transit,1.27,,1.0418777,41.7148,1118.0,3920,1
TOI-836 b,2023.0,Transit,1.69257,,3.8167262,27.5024,763.99,4476,1
TOI-836.01,2021.0,Transit,2.587,9.6,8.59545,27.5024,665.0,4552,1
TOI-837 b,2020.0,Transit,0.0,0.0,n et al. 2024</a>,-64d30m18.76s,0.0,n et al. 2024</a>,1
TOI-849 b,2020.0,Transit,3.54139,,0.76566,225.734,1932.0,5311,1
TOI-858 B b,2023.0,Transit,14.06727078,349.6112477,3.2797178,250.489,1529.0,5842,2
TOI-871 b,2024.0,Transit,1.664,,14.362565,68.0473,621.0,4929,1
TOI-880 c,2025.0,Transit,5.0445,,6.3872524,60.6679,817.0,4935,1
TOI-880.02,2024.0,Transit,2.7779229,,2.5735943,60.6679,1162.97,4935,1
TOI-892 b,2020.0,Transit,11.99363,301.9385,10.62656,340.543,1397.0,6261,1
TOI-904 b,2023.0,Transit,2.309613,,10.87727481986,46.0891,433.12,3992,1
TOI-904 c,2023.0,Transit,2.167,,83.9997,46.0891,217.26,3770.2,1
TOI-905 b,2020.0,Transit,13.93173527,,3.73957156087,158.649,1105.76,5565,1
TOI-907.01,2024.0,Transit,9.6158851,,4.5849129,312.529,1846.6,6272,1
TOI-908 b,2023.0,Transit,3.10801631,,3.18377891634,175.748,1217.65,5500,1
TOI-912 b,2025.0,Transit,1.93,5.1,4.6780691,26.1072,551.0,3572,1
TOI-913 b,2023.0,Transit,2.48270736,,11.09934795111,65.1769,621.42,4948,1
TOI-942 b,2020.0,Transit,4.242,16.0,4.3263,152.601,,4969,1
TOI-942 c,2020.0,Transit,4.67,,10.156272,152.601,,,1
TOI-954 b,2020.0,Transit,9.05543,,3.68497,238.768,1659.0,5756,1
TOI-969 b,2022.0,Transit,2.765,9.1,1.8237305,77.2554,941.0,4435,1
TOI-969 c,2022.0,Radial Velocity,,3591.4609991,1700,77.2554,96.4,4435,1
TRAPPIST-1 b,2016.0,Transit,,,1.51088432,,397.6,2520,1
TRAPPIST-1 c,2016.0,Transit,1.049,,2.421848,,342.0,2550,1
TRAPPIST-1 d,2016.0,Transit,0.772,0.41,4.04961,,288.0,2559,1
TRAPPIST-1 e,2017.0,Transit,0.91,0.772,,,,,1
TRAPPIST-1 f,2017.0,Transit,1.045,0.68,9.20669,,219.0,2559,1
TRAPPIST-1 g,2017.0,Transit,,,12.3535557,,197.3,2520,1
TRAPPIST-1 h,2017.0,Transit,0.773,0.331,,,,,1
TYC 0434-04538-1 b,2021.0,Radial Velocity,,1938.763,193.2,613.422,,4679,1
TYC 1422-614-1 b,2014.0,Radial Velocity,,794.5,198.4,672.41,,4806,1
TYC 1422-614-1 c,2014.0,Radial Velocity,,3178.0,559.3,672.41,,4806,1
TYC 2187-512-1 b,2022.0,Radial Velocity,,104.88337431,691.9,15.4744,,3734,1
TYC 3318-01333-1 b,2018.0,Radial Velocity,0.0,,w et al. 2018</a>,+49d44m38.91s,,w et al. 2018</a>,1
TYC 3667-1280-1 b,2016.0,Radial Velocity,,1716.282,26.468,477.516,1350.0,5130,1
TYC 4282-00605-1 b,2017.0,Radial Velocity,-0.009,,lez-&Aacute,22h55m29.30s,,<a refstr=GONZ_AACUTE_LEZ__AACUTE_LVAREZ_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...606A..51G/abstract target=ref>Gonz&aacute,1
TYC 8998-760-1 b,2020.0,Imaging,,4449.62,,94.6177,,4573,1
TYC 8998-760-1 c,2020.0,Imaging,12.3299,1906.98,,94.6177,1240.0,,1
Teegarden's Star b,2019.0,Radial Velocity,,1.16,4.90634,3.83078,277.0,3034,1
Teegarden's Star c,2019.0,Radial Velocity,,1.05,11.416,3.83078,209.0,3034,1
Teegarden's Star d,2024.0,Radial Velocity,,0.82,26.13,3.83078,159.0,3034,1
TrES-1 b,2004.0,Transit,12.66617,266.9772,3.03007,159.658,,5230,2
TrES-2 b,2006.0,Transit,,367.72931,,215.32,,,2
TrES-3 b,2007.0,Transit,,, Espinoza 2022</a>,37.5463268,,,1
TrES-4 b,2007.0,Transit,,,3.553945,515.98,,,2
TrES-5 b,2011.0,Transit,,,1.482246865,360.313,,5171,1
UCAC3 113-933 b,2024.0,Imaging,,6674.396547,,52.5829,,,1
UCAC4 328-061594 b,2024.0,Imaging,,6674.396547,,39.9089,,,1
UKIRT-2017-BLG-001L b,2018.0,Microlensing,,407.0,,6300,,,1
USco CTIO 108 b,2008.0,Imaging,0.0,,jar et al. 2008</a>,-18d18m44.70s,,jar et al. 2008</a>,1
USco1556 b,2019.0,Imaging,,4767.45,,140.635,2240.0,3410,1
USco1621 b,2019.0,Imaging,,5085.28,,137.901,2270.0,3460,1
UZ For b,2011.0,Eclipse Timing Variations,,2002.2,5840,,,,2
UZ For c,2011.0,Eclipse Timing Variations,,2447.2,1916.25,,,,2
V0391 Peg b,2007.0,Pulsation Timing Variations,,1017.056,1170,1195.98,,29300,1
V1298 Tau b,2019.0,Transit,,,24.141341,108.199,,,3
V1298 Tau c,2019.0,Transit,5.59,,8.24958,108.199,968.0,,3
V1298 Tau d,2019.0,Transit,6.53,6.0,12.401394,108.199,831.0,4970,3
V1298 Tau e,2019.0,Transit,8.74,,60,108.199,492.0,,3
V2376 Ori b,2025.0,Imaging,87.20586985,6356.56814,,,2100.0,,1
V830 Tau b,2016.0,Radial Velocity,,222.481,4.927,130.111,,4250,1
VHS J125601.92-125723.9 b,2015.0,Imaging,14.57167491,3813.940884,5800000,,1153.0,,2
WASP-1 b,2007.0,Transit,21.63337,282.8687,2.51995,393.072,,6200,2
WASP-10 b,2008.0,Transit,14.34752,940.7768,3.0927636,140.998,,4675,1
WASP-100 b,2014.0,Transit,,, Winn 2022</a>,-64.027039,,,2
WASP-101 b,2014.0,Transit,,,3.585707,201.224,,6400,1
WASP-102 b,2025.0,Transit,14.90794433,197.68926915,2.709813,535.689,1671.0,5990,1
WASP-103 b,2014.0,Transit,17.127352,473.5667,0.925542,375.647,,6110,1
WASP-104 b,2014.0,Transit,12.745,404.263,1.7554137,185.932,1516.0,5475,2
WASP-105 b,2017.0,Transit,,, Espinoza 2022</a>,-50.659308,,K2,1
WASP-106 b,2014.0,Transit,12.162,611.797,9.289715,352.181,1140.0,6055,1
WASP-107 b,2017.0,Transit,,,,64.7414,,,1
WASP-107 c,2020.0,Radial Velocity,,,1088,64.7414,,4425,1
WASP-108 b,2020.0,Transit,15.13212395,,,258.777,1589.0,,1
WASP-11 b,2008.0,Transit,,,3.722479,124.73,,4800,3
WASP-110 b,2021.0,Transit,13.19297028,154.78243421,3.7784022,274.96,1158.0,5392,1
WASP-113 b,2016.0,Transit,,,4.54216695,435.156,,5890,1
WASP-114 b,2016.0,Transit,14.50617801,,1.54872452039,523.337,1884.12,5887.35,2
WASP-116 b,2025.0,Transit,13.67495645,203.41018048,6.6132,559.243,1414.0,6250,1
WASP-117 b,2014.0,Transit,,, Espinoza 2022</a>,-50.2844247,,,1
WASP-118 b,2016.0,Transit,18.2851,,4.0460644,376.658,2509.0,6404,1
WASP-119 b,2016.0,Transit,,,2.4998048,302.448,,5650,1
WASP-12 b,2008.0,Transit,,, Winn 2022</a>,29.6722662,,,3
WASP-120 b,2016.0,Transit,,, Espinoza 2022</a>,-45.8982434,,F5,1
WASP-121 b,2016.0,Transit,20.1762,,1.2749255,269.898,2720.0,,1
WASP-123 b,2016.0,Transit,14.4339,,2.9776446,197.996,1461.0,5703,2
WASP-124 b,2016.0,Transit,14.9864072,183.38699084,3.3726511,448.637,1481.0,6258,1
WASP-126 b,2016.0,Transit,,90.3,3.28883,216.526,,5800,1
WASP-126 c,2019.0,Transit Timing Variations,,64.2,7.63,216.526,,5800,1
WASP-127 b,2016.0,Transit,15.35633,57.2094,4.178062,159.507,1400.0,5620,2
WASP-129 b,2016.0,Transit,,,5.74813571,301.462,,5900,2
WASP-13 b,2009.0,Transit,15.771063,158.915,4.3530135,227.537,,5989,1
WASP-130 b,2016.0,Transit,11.0252,,11.5509742,172.256,763.0,5625,1
WASP-131 b,2016.0,Transit,,, Espinoza 2022</a>,-30.5836084,,G0,1
WASP-132 b,2016.0,Transit,,,7.133513,122.91,,4775,1
WASP-132 c,2022.0,Transit,1.85,37.35,1.011534,122.91,,4714,1
WASP-132 d,2024.0,Radial Velocity,,1639.99458012,1816.6,122.91,107.0,4686,1
WASP-133 b,2016.0,Transit,13.56289,368.6828,2.176423,559.084,1790.0,5700,1
WASP-135 b,2015.0,Transit,14.5717,603.877,1.4013794,298.214,,5675,1
WASP-136 b,2016.0,Transit,15.46839337,479.92089457,5.215357,275.587,,6250,1
WASP-138 b,2016.0,Transit,14.25,,3.6344447,414.234,1616.0,6272,1
WASP-139 b,2016.0,Transit,,,5.9242672,212.472,,5310,2
WASP-14 b,2008.0,Transit,,,2.24376639,161.997,,6475,3
WASP-140 b,2016.0,Transit,,,2.2359838,117.598,,5260,2
WASP-141 b,2016.0,Transit,13.56289,854.9627,3.310651,516.543,1540.0,5900,1
WASP-142 b,2016.0,Transit,17.62674047,,2.0528683716,730.933,1909.34,6010,1
WASP-144 b,2018.0,Transit,14.77319991,,2.27857495182,355.513,1346.07,4879,1
WASP-145 A b,2018.0,Transit,,,1.76903814,91.299,,4900,2
WASP-147 b,2018.0,Transit,,,4.602744,436.098,,5702,1
WASP-148 b,2020.0,Transit,8.47398941,91.21675281,8.803809,246.353,,5555,1
WASP-148 c,2020.0,Radial Velocity,,124.58873554,34.524,246.353,,5555,1
WASP-149 b,2025.0,Transit,15.32069155,,1.33282518275,211.73,1689.34,5595.4,1
WASP-15 b,2009.0,Transit,16.006452,172.26386,3.75209748,282.091,,6300,1
WASP-150 b,2020.0,Transit,11.99363,2688.8418,5.644207,527.995,1460.0,6218,1
WASP-151 b,2017.0,Transit,,, Winn 2022</a>,0.3066895,,,1
WASP-153 b,2017.0,Transit,,, Winn 2022</a>,40.0186905,,,1
WASP-154 b,2025.0,Transit,11.0835,,3.8123614,215.501,955.0,4780,1
WASP-155 b,2025.0,Transit,13.45077684,276.8285425,3.110413,399.63,1468.0,5660,1
WASP-156 b,2017.0,Transit,6.23699263,,3.83616232984,122.066,947.8,4910,1
WASP-157 b,2016.0,Transit,,,3.9516956,334.037,,5753,1
WASP-158 b,2018.0,Transit,11.99363,886.7457,3.656333,524.993,1590.0,6350,1
WASP-159 b,2018.0,Transit,12.3434,,3.8404319,715.383,1761.0,5909,1
WASP-16 b,2009.0,Transit,11.298672,288.58964,3.1186068,194.134,,5700,1
WASP-160 B b,2018.0,Transit,12.5471,,3.7684981,288.326,1061.0,5160,2
WASP-161 b,2018.0,Transit,,, Winn 2022</a>,-11.5009889,,,1
WASP-162 b,2018.0,Transit,12.3182,,9.6246665,310.841,925.0,5473,1
WASP-163 b,2018.0,Transit,13.473218,594.3421,1.6096884,261.386,1638.0,5500,1
WASP-164 b,2018.0,Transit,,,1.7771363,327.506,,5806,1
WASP-165 b,2018.0,Transit,14.12334,209.13214,3.465509,602.236,1624.0,5599,1
